song_id,avg_valence,std_valence,samples_valence,avg_arousal,std_arousal,samples_arousal,emotion_quadrant,valence_binary,arousal_binary,emotion_simple
46.0,-0.21460538083333336,0.010039855445565985,60,0.1825337665,0.026679044374433893,60,angry_energetic,0,1,neutral
47.0,0.005324618833333333,0.009893858200969611,60,0.018036252333333336,0.006684116086373816,60,happy_energetic,1,1,neutral
48.0,0.06020623385,0.03678382712132789,60,0.0078989205,0.02515192563166648,60,happy_energetic,1,1,neutral
49.0,0.1674245365,0.020701492781041244,60,-0.034540386666666666,0.008484382438348446,60,peaceful_calm,1,0,neutral
50.0,0.008474507166666667,0.015881264073751507,60,-0.2529026466666667,0.05284296793424036,60,peaceful_calm,1,0,neutral
51.0,-0.12525166466666665,0.058139738547579964,60,-0.2591884675000001,0.057356485198395306,60,sad_calm,0,0,neutral
52.0,0.0752970611666667,0.03754514285589474,60,0.013501482666666668,0.017181942596673005,60,happy_energetic,1,1,neutral
53.0,-0.03943355831666668,0.012937869224553639,60,-0.07246181083333333,0.0296852198641584,60,sad_calm,0,0,neutral
54.0,-0.22879970866666666,0.03958563087361256,60,-0.22708165400000002,0.02687402968286627,60,sad_calm,0,0,neutral
55.0,0.131252528,0.02061335318727077,60,0.22288929833333332,0.004512328612866889,60,happy_energetic,1,1,neutral
56.0,0.1446977203333333,0.01812822016295569,60,0.2774594565,0.05716729534160033,60,happy_energetic,1,1,neutral
58.0,-0.12438164633333335,0.05242394642296584,60,-0.2804221945,0.011240069662269953,60,sad_calm,0,0,neutral
59.0,-0.12385456166666667,0.006714297706389741,60,0.315367865,0.016291114865265518,60,angry_energetic,0,1,neutral
60.0,0.22316677166666662,0.014908614678680373,60,0.07901733138333332,0.009799919366484394,60,happy_energetic,1,1,neutral
62.0,-0.19666789933333337,0.051265291784115,60,0.23222873833333332,0.013229678691614693,60,angry_energetic,0,1,neutral
64.0,0.009464444666666665,0.025000291693669865,60,-0.160779292345,0.020650027976300833,60,peaceful_calm,1,0,neutral
65.0,0.1327310225,0.016860059417280297,60,0.33603716138333334,0.026030069636053116,60,happy_energetic,1,1,neutral
67.0,0.30341456666666666,0.01623132145314183,60,0.489031275,0.02038328246301877,60,happy_energetic,1,1,happy
68.0,0.04002661166666666,0.008363095448040191,60,-0.08484709333333335,0.02457657557889963,60,peaceful_calm,1,0,neutral
69.0,-0.19779846304999998,0.02708668149691642,60,-0.3543706333333333,0.017707994986264138,60,sad_calm,0,0,neutral
70.0,-0.2214429526666667,0.00985358523151901,60,0.033058529999999996,0.01872711561953504,60,angry_energetic,0,1,neutral
71.0,-0.06820227590000001,0.034889880831220556,60,0.2035851273333333,0.038876228237444826,60,angry_energetic,0,1,neutral
72.0,0.19256874866666665,0.012898283520078874,60,0.58268833,0.054966326538052064,60,happy_energetic,1,1,neutral
73.0,0.1665487466666667,0.014328618414679374,60,0.3257987826666666,0.027532680450372358,60,happy_energetic,1,1,neutral
74.0,-0.07753805908333335,0.01861832862180521,60,-0.24904297666666667,0.015506949506940076,60,sad_calm,0,0,neutral
76.0,-0.3252540868333334,0.07610038832022441,60,-0.13248458,0.05887543192018722,60,sad_calm,0,0,sad
77.0,-0.3504940716666667,0.03410480750031727,60,-0.009511674833333332,0.01719414451734829,60,sad_calm,0,0,sad
78.0,-0.23726538516666668,0.02121290769170778,60,-0.33430587166666664,0.008491283376166637,60,sad_calm,0,0,neutral
79.0,0.18066573316666668,0.016247935348839403,60,0.24957053166666665,0.008731252638300565,60,happy_energetic,1,1,neutral
80.0,0.15682350166666664,0.01700367438503114,60,0.3220097353333333,0.00953208983582605,60,happy_energetic,1,1,neutral
81.0,-0.140781875,0.06252622948631757,60,0.30357222133333334,0.022839924688897693,60,angry_energetic,0,1,neutral
82.0,-0.30683919733333337,0.0356632272945386,60,-0.3487099666666667,0.017820004880252482,60,sad_calm,0,0,sad
83.0,0.17787589333333334,0.04208748958090305,60,0.39153183550000004,0.024229693729500613,60,happy_energetic,1,1,neutral
84.0,0.0325140415,0.02148513608474347,60,0.5117625633333333,0.02525274147123415,60,happy_energetic,1,1,neutral
85.0,0.29876908333333335,0.0065266815618445955,60,0.5691749835000001,0.020911627298331653,60,happy_energetic,1,1,neutral
86.0,0.27805686,0.029638365132648534,60,0.2682477275833334,0.08271041989230708,60,happy_energetic,1,1,neutral
87.0,-0.38111068824999994,0.09008305107684952,60,0.09570350000000001,0.029537187793474855,60,angry_energetic,0,1,sad
88.0,0.16039757753333334,0.08539569288522345,60,0.37746859333333327,0.056961304364658724,60,happy_energetic,1,1,neutral
89.0,-0.151625408,0.008806604936123568,60,-0.16943866766666668,0.0713569209616555,60,sad_calm,0,0,neutral
90.0,-0.027241378833333333,0.005237381156541912,60,-0.12778459816666665,0.07886704759926245,60,sad_calm,0,0,neutral
91.0,-0.0533544185,0.01889701746273115,60,-0.07605513066666666,0.017244753052251077,60,sad_calm,0,0,neutral
92.0,-0.027546947949999998,0.03070427560839374,60,0.35406291999999995,0.031460958338406245,60,angry_energetic,0,1,neutral
93.0,0.2820105541666667,0.007587839905803736,60,0.42098458333333344,0.04947550307047306,60,happy_energetic,1,1,neutral
95.0,0.008975288333333335,0.0710615146339232,60,-0.3940134016666667,0.021244115950512756,60,peaceful_calm,1,0,neutral
96.0,0.30267105333333333,0.042095967045207024,60,0.42030234050000004,0.023283271662812795,60,happy_energetic,1,1,happy
98.0,-0.47101962500000005,0.03889280698029147,60,0.12835469083333334,0.01553231184582206,60,angry_energetic,0,1,sad
99.0,-0.06275368483333334,0.021384711582052688,60,0.03224253071666667,0.012365021679694957,60,angry_energetic,0,1,neutral
101.0,-0.33000596333333326,0.059011516628490884,60,-0.19558299095000004,0.055299982472393976,60,sad_calm,0,0,sad
102.0,0.12741975233333333,0.011313339474843604,60,0.34081591833333336,0.032668025786842865,60,happy_energetic,1,1,neutral
103.0,-0.215939362,0.03289488437364609,60,0.2810304135,0.01704597361747399,60,angry_energetic,0,1,neutral
104.0,-0.3835948866666667,0.011088010143460765,60,0.42121263866666675,0.029159207731691568,60,angry_energetic,0,1,sad
105.0,0.08852522249999999,0.009284174398577512,60,0.3691186251333333,0.009660515337834524,60,happy_energetic,1,1,neutral
106.0,-0.20900315366666666,0.061393504247304886,60,0.000625166,0.03173798508043631,60,angry_energetic,0,1,neutral
107.0,-0.09131139066666667,0.0485626509082519,60,0.27382600166666665,0.022408669058406036,60,angry_energetic,0,1,neutral
108.0,-0.1260224435,0.01666613182574197,60,-0.0494307845,0.011939954234384015,60,sad_calm,0,0,neutral
109.0,0.020692081666666664,0.014678212177870433,60,0.023190790000000003,0.04220375276712052,60,happy_energetic,1,1,neutral
110.0,-0.36230851871666664,0.06794875714260969,60,-0.17315648333333333,0.052599895030180956,60,sad_calm,0,0,sad
111.0,0.010262562166666666,0.015665807623933627,60,0.10239537986666668,0.0147711872536598,60,happy_energetic,1,1,neutral
112.0,0.2802869493333333,0.020224445211714865,60,0.3628489511666667,0.012575388133487716,60,happy_energetic,1,1,neutral
113.0,-0.12332636533333334,0.027438035546107128,60,0.2505511498333333,0.012036773144760668,60,angry_energetic,0,1,neutral
114.0,0.26285432620000004,0.00681658302361532,60,0.14337917716666665,0.07708357504220571,60,happy_energetic,1,1,neutral
115.0,0.534416196,0.0565103419193945,60,0.64848414,0.08278299584219817,60,happy_energetic,1,1,happy
116.0,-0.1785957275,0.03649231352311568,60,-0.018377336,0.028698637026173167,60,sad_calm,0,0,neutral
117.0,0.15142602876666664,0.02069517563857153,60,-0.11475954116666666,0.05300639371066997,60,peaceful_calm,1,0,neutral
118.0,-0.0017833528333333329,0.012162187790996199,60,-0.05779281866666667,0.03766476712289915,60,sad_calm,0,0,neutral
119.0,-0.19936410016666664,0.07176198929459454,60,-0.05242625999999999,0.012321227433528419,60,sad_calm,0,0,neutral
120.0,-0.08283113461666665,0.035692239404097235,60,-0.13398898333333334,0.02224530089190499,60,sad_calm,0,0,neutral
121.0,-0.07697431816666665,0.0202134011950457,60,-0.38951492499999996,0.01413474237650649,60,sad_calm,0,0,neutral
122.0,-0.023281358999999998,0.00846533602756061,60,0.2786154433333333,0.009879221691272656,60,angry_energetic,0,1,neutral
123.0,0.2908612672166667,0.019012911414293125,60,0.33703324083333336,0.04039391554843907,60,happy_energetic,1,1,neutral
124.0,-0.3862388566666667,0.03550400943410648,60,-0.07532912916666668,0.04836364611002123,60,sad_calm,0,0,sad
125.0,-0.132393465,0.014694740879475952,60,-0.040653069833333326,0.023899134543852386,60,sad_calm,0,0,neutral
126.0,0.3256363283333333,0.015230025578147616,60,0.08019846666666666,0.02158872157344869,60,happy_energetic,1,1,happy
127.0,0.12975793566666666,0.034718427761970844,60,-0.47120757166666666,0.01884166474484223,60,peaceful_calm,1,0,neutral
128.0,-0.2315136473333333,0.01625492692847432,60,-0.3171107435666667,0.01695204002563029,60,sad_calm,0,0,neutral
129.0,0.294053562,0.012737385999453057,60,-0.09643837801666667,0.016307445612969682,60,peaceful_calm,1,0,neutral
130.0,-0.030708105350000004,0.05396637698872059,60,-0.22396552466666667,0.06939445055826482,60,sad_calm,0,0,neutral
131.0,-0.028091894883333326,0.04308680855485933,60,0.3207423448333333,0.07586359841184373,60,angry_energetic,0,1,neutral
133.0,-0.5931491433333334,0.033472495619116735,60,-0.36601079837250006,0.023602532388572853,60,sad_calm,0,0,sad
134.0,0.16022345916666667,0.04347699003454633,60,0.04075483883333334,0.06882358838560516,60,happy_energetic,1,1,neutral
135.0,-0.29041257216666677,0.023501095444725697,60,-0.11131620433333334,0.052544198038849424,60,sad_calm,0,0,neutral
136.0,0.2929338290666667,0.03547896218704611,60,0.466735555,0.021066984363021873,60,happy_energetic,1,1,neutral
137.0,0.21678148583333334,0.04228878174236202,60,-0.19537485166666665,0.0114761906032808,60,peaceful_calm,1,0,neutral
138.0,-0.430670685,0.04344471691146049,60,-0.09035304426666667,0.019952637377388803,60,sad_calm,0,0,sad
140.0,-0.1031298116666667,0.018034261582786357,60,0.010820495866666667,0.02570929197248332,60,angry_energetic,0,1,neutral
142.0,0.14020505683333334,0.019824747496599758,60,-0.008183967666666667,0.02967850310216046,60,peaceful_calm,1,0,neutral
143.0,0.019512624166666673,0.02134113893131685,60,-0.17757984683333336,0.033628888709366755,60,peaceful_calm,1,0,neutral
144.0,0.005317823333333334,0.014871996402331538,60,-0.35258819333333336,0.01604844381460777,60,peaceful_calm,1,0,neutral
145.0,0.08392771883333335,0.04349766006640388,60,-0.2957209551666667,0.0159281520299581,60,peaceful_calm,1,0,neutral
146.0,-0.22299651833333334,0.03161102992609537,60,-0.5630054466666666,0.033471949119884783,60,sad_calm,0,0,neutral
148.0,0.009061473333333332,0.006807005143033821,60,-0.0027887159999999992,0.04804452388099505,60,peaceful_calm,1,0,neutral
149.0,-0.32754041333333334,0.045580145528652666,60,-0.15487614596166668,0.03307295742240084,60,sad_calm,0,0,sad
150.0,0.038048058,0.07289005697740851,60,0.03861455266666667,0.04974131932249837,60,happy_energetic,1,1,neutral
151.0,-0.0659039185,0.04322209108465827,60,-0.3939487516666667,0.09416903462611881,60,sad_calm,0,0,neutral
152.0,-0.021208392281666662,0.020039061009737232,60,-0.09336195918333333,0.04759265573763546,60,sad_calm,0,0,neutral
153.0,0.03997538883333333,0.035830015193200664,60,-0.056512673900000004,0.047102579836634025,60,peaceful_calm,1,0,neutral
154.0,-0.09639886099999999,0.019698755149755588,60,-0.10303795466666665,0.011446042788348362,60,sad_calm,0,0,neutral
155.0,0.10845056233333335,0.012472314201512133,60,-0.2717422505,0.010474323984150866,60,peaceful_calm,1,0,neutral
156.0,0.3794380446666666,0.09607105079210722,60,0.4002199155000001,0.050441939911175716,60,happy_energetic,1,1,happy
157.0,0.3065266325,0.013520918927136895,60,-0.2652856,0.03698420552291658,60,peaceful_calm,1,0,happy
158.0,-0.24437064306666662,0.031694510048127914,60,-0.4453863811666666,0.04164529176951492,60,sad_calm,0,0,neutral
159.0,-0.32759186896666675,0.0551743799243597,60,-0.2352400333333333,0.048746722323306575,60,sad_calm,0,0,sad
160.0,-0.2517058563333333,0.03413190513502907,60,-0.2708306739333333,0.059748517715266326,60,sad_calm,0,0,neutral
161.0,-0.30054310683333335,0.028375311995232782,60,0.24280890403333333,0.1459624266122593,60,angry_energetic,0,1,sad
162.0,-0.018891387,0.018135783314378998,60,-0.1973249388333333,0.060710710427739796,60,sad_calm,0,0,neutral
163.0,-0.14353578900000005,0.031865871805626354,60,-0.07769768350000002,0.009772517895902232,60,sad_calm,0,0,neutral
164.0,-0.369360665,0.013584311033895255,60,-0.15600240566666665,0.018375605422750692,60,sad_calm,0,0,sad
166.0,-0.125115055,0.006989525867526709,60,-0.2547050248333333,0.01941621592001091,60,sad_calm,0,0,neutral
167.0,-0.20093580333333333,0.06284940416757337,60,-0.42663188333333335,0.040627609647267235,60,sad_calm,0,0,neutral
168.0,-0.21183602666666662,0.028316372033483073,60,-0.17087849866666666,0.040507344005255165,60,sad_calm,0,0,neutral
169.0,-0.39170670644500005,0.025193154949373058,60,-0.5045051178333334,0.038529351898624824,60,sad_calm,0,0,sad
170.0,-0.1719573759233333,0.019682766342742675,60,-0.4097484766666667,0.03881111112326541,60,sad_calm,0,0,neutral
171.0,-0.18579432616666666,0.013604120198638978,60,-0.45098157333333333,0.028888472693387967,60,sad_calm,0,0,neutral
172.0,-0.0165039625,0.018343327547225504,60,-0.183078418,0.021195492836936954,60,sad_calm,0,0,neutral
173.0,-0.4686455161666666,0.02517140068686525,60,-0.0654362375,0.050154557266470466,60,sad_calm,0,0,sad
174.0,-0.3077799766666666,0.05068481711950442,60,-0.11422541583333333,0.022256531161598484,60,sad_calm,0,0,sad
175.0,0.0529609985,0.02193264182305017,60,-0.17121221766666664,0.021826105480043875,60,peaceful_calm,1,0,neutral
176.0,-0.26411541266666666,0.025839246728842535,60,-0.5774332666666667,0.01910408803360044,60,sad_calm,0,0,neutral
177.0,0.1461108228833333,0.04032773605448907,60,0.045105427000000003,0.01993320463213833,60,happy_energetic,1,1,neutral
178.0,-0.13240142783333333,0.020276798196832594,60,-0.5048562499999999,0.008875998116315332,60,sad_calm,0,0,neutral
179.0,0.2720994041666666,0.05410686749782382,60,0.11127679583333333,0.020468464168558527,60,happy_energetic,1,1,neutral
180.0,0.24145956833333335,0.01256686533883837,60,0.06408026583333333,0.018256339411230307,60,happy_energetic,1,1,neutral
181.0,-0.44829398333333337,0.0627806826610149,60,-0.04822145343333333,0.03227063295046326,60,sad_calm,0,0,sad
182.0,-0.19683294445000002,0.027775414510574283,60,-0.4288116451666667,0.0381544161413437,60,sad_calm,0,0,neutral
184.0,-0.15515012700000003,0.07851736879458718,60,-0.134907115,0.02812652789832536,60,sad_calm,0,0,neutral
185.0,-0.17613116883333335,0.019315292537439178,60,-0.1785001586666667,0.10022288163751741,60,sad_calm,0,0,neutral
186.0,-0.1826943073333333,0.015959214526654275,60,-0.17949584873333338,0.03138752216783827,60,sad_calm,0,0,neutral
187.0,-0.25072409483333336,0.021317310479710652,60,-0.6443060533333332,0.009744033129415951,60,sad_calm,0,0,neutral
188.0,-0.20180703833333333,0.021484726397987104,60,-0.13686356411666664,0.0664327293463989,60,sad_calm,0,0,neutral
189.0,0.35519277766666674,0.0339607709773396,60,0.38248852333333333,0.03452433242601613,60,happy_energetic,1,1,happy
190.0,-0.28845681500000003,0.03703207380825809,60,-0.3165145883333334,0.026361436618465305,60,sad_calm,0,0,neutral
191.0,0.3166224483333334,0.035777741374614896,60,0.09387624793333332,0.016319408535745424,60,happy_energetic,1,1,happy
192.0,0.2505051083333333,0.011257592247224264,60,0.12705863833333333,0.01621609014900624,60,happy_energetic,1,1,neutral
193.0,-0.39461203666666667,0.023843883834175492,60,-0.08313046198333335,0.03774388529668952,60,sad_calm,0,0,sad
194.0,-0.101627407,0.01756352351608937,60,-0.36873916833333337,0.022193025063568145,60,sad_calm,0,0,neutral
195.0,-0.3548207716666667,0.014239344918804978,60,-0.24758966666666665,0.017600875867256022,60,sad_calm,0,0,sad
196.0,-0.046395073333333335,0.0200017843660915,60,-0.05017365018333333,0.028243305563982413,60,sad_calm,0,0,neutral
197.0,-0.36153111666666665,0.030567018324484788,60,-0.5837356365166667,0.014532441281944945,60,sad_calm,0,0,sad
198.0,-0.341698564,0.02483946805518053,60,-0.5637824583333334,0.06875660588215819,60,sad_calm,0,0,sad
199.0,0.07349585666666666,0.0401558798904775,60,0.112272645,0.06674925151430644,60,happy_energetic,1,1,neutral
201.0,0.19412959933333332,0.01636476355033632,60,-0.19107747416666668,0.015190950109682879,60,peaceful_calm,1,0,neutral
202.0,-0.0028420572833333336,0.013440699765656056,60,-0.07265095249999999,0.020070001343908496,60,sad_calm,0,0,neutral
203.0,0.08004471666666664,0.018508923265938216,60,-0.27612593633333327,0.012520506327884531,60,peaceful_calm,1,0,neutral
204.0,-0.4431190183333333,0.03363363272750701,60,0.010380704666666667,0.04408525256290307,60,angry_energetic,0,1,sad
205.0,-0.09637684666666667,0.018212222542178157,60,-0.44097936776666663,0.03443969018649501,60,sad_calm,0,0,neutral
206.0,-0.29764265116666666,0.10301769530047575,60,-0.44158338016666676,0.02490179215975713,60,sad_calm,0,0,neutral
207.0,0.0805333696666667,0.023502838016990345,60,0.08273340469833332,0.0312493668571683,60,happy_energetic,1,1,neutral
208.0,0.25498995366666666,0.026142143840909893,60,0.008467241666666665,0.008613968978647255,60,happy_energetic,1,1,neutral
209.0,-0.096031582,0.02977291306979454,60,-0.25538978125,0.026799970688843346,60,sad_calm,0,0,neutral
210.0,0.29606314966666664,0.04424298614376076,60,-0.33259047416666665,0.015584728909099795,60,peaceful_calm,1,0,neutral
211.0,0.06990112516666667,0.033802623089914996,60,-0.24825905833333334,0.053455825194990966,60,peaceful_calm,1,0,neutral
212.0,0.18397298586666666,0.016368359650765232,60,-0.0028389461666666663,0.029327104389811145,60,peaceful_calm,1,0,neutral
213.0,-0.522007217,0.06225586978894909,60,-0.40338952833333336,0.020813302158660393,60,sad_calm,0,0,sad
214.0,-0.07902165383333334,0.033566169084405656,60,-0.26561244166666664,0.06943194055944112,60,sad_calm,0,0,neutral
215.0,-0.4215982116666666,0.03959939960011217,60,-0.23937601666666664,0.01685852688372827,60,sad_calm,0,0,sad
216.0,0.025445060666666672,0.0785168479701087,60,-0.019453183333333332,0.025081350040931257,60,peaceful_calm,1,0,neutral
217.0,0.08721802633333331,0.020260929275446947,60,-0.26346694433333334,0.08928672633796636,60,peaceful_calm,1,0,neutral
218.0,-0.11942364073333335,0.03298768906666952,60,-0.38229350616666663,0.0429811525846152,60,sad_calm,0,0,neutral
219.0,-0.14005275083333332,0.04079481712082036,60,-0.2505092765,0.023436249897101625,60,sad_calm,0,0,neutral
220.0,-0.314723935,0.029701543287354748,60,-0.09541503916666666,0.05643156233592466,60,sad_calm,0,0,sad
221.0,-0.22458283333333331,0.07402765322218148,60,-0.14931642766666664,0.017870887160683465,60,sad_calm,0,0,neutral
222.0,-0.09596372466666665,0.026621762211563087,60,-0.4105414365000001,0.03833341561644061,60,sad_calm,0,0,neutral
223.0,-0.3054689853666667,0.014386832032653143,60,-0.5562095166666666,0.008551976702282867,60,sad_calm,0,0,sad
224.0,0.14919645500000003,0.03263097711196845,60,0.2601195018333333,0.013568638385007478,60,happy_energetic,1,1,neutral
225.0,-0.07078634333333333,0.03574470007028719,60,-0.29507195298333333,0.10549167167427974,60,sad_calm,0,0,neutral
226.0,0.011316160783333333,0.04998127034618363,60,0.08403138766666667,0.1589658261329466,60,happy_energetic,1,1,neutral
227.0,-0.3039513503333334,0.02548244348391855,60,-0.18851536916666672,0.09411516879038972,60,sad_calm,0,0,sad
228.0,-0.17462644300000005,0.014013301414854304,60,-0.25644511666666664,0.01609460449974014,60,sad_calm,0,0,neutral
229.0,0.07181649749999999,0.016747578501326552,60,0.00033479583333333364,0.019372798969315826,60,happy_energetic,1,1,neutral
231.0,0.19822115333333332,0.01392833364454708,60,-0.0036894582993333334,0.02530924498964073,60,peaceful_calm,1,0,neutral
232.0,-0.34348044566666674,0.041021606804811706,60,-0.49865324383333337,0.03729730850358312,60,sad_calm,0,0,sad
233.0,-0.005965147666666668,0.0427289090707571,60,0.09973866790000001,0.06720139703820126,60,angry_energetic,0,1,neutral
234.0,-0.07946702425116667,0.05705770689515996,60,-0.026311306333333333,0.07619519496094072,60,sad_calm,0,0,neutral
235.0,-0.16716164333333333,0.04812209503906831,60,-0.346574915,0.009890545075387659,60,sad_calm,0,0,neutral
236.0,-0.3713156671666667,0.055630067695884,60,-0.41680120649999997,0.03160185358502034,60,sad_calm,0,0,sad
237.0,-0.22508105281666665,0.04044049854736499,60,-0.22134373166666668,0.00943626554125963,60,sad_calm,0,0,neutral
238.0,-0.026680306666666664,0.03471336641911329,60,-0.41863709999999993,0.009806746644869881,60,sad_calm,0,0,neutral
239.0,-0.38734855361666665,0.007720985242366425,60,-0.6066683500000001,0.03933462583052621,60,sad_calm,0,0,sad
240.0,0.37084427200000003,0.024930290818063194,60,0.40397309549999993,0.10316304451983954,60,happy_energetic,1,1,happy
241.0,-0.08879869,0.007597167929733202,60,-0.18714269666666666,0.040536095566597465,60,sad_calm,0,0,neutral
242.0,-0.07570833348333335,0.02454053343718042,60,-0.3326927846666667,0.01972138176586388,60,sad_calm,0,0,neutral
243.0,-0.194540625,0.024314033209017552,60,0.49892595279999996,0.11148647333894238,60,angry_energetic,0,1,neutral
244.0,-0.07214806483333333,0.11948494406731279,60,-0.11523425366666666,0.09917025363626464,60,sad_calm,0,0,neutral
245.0,0.3926554,0.0045853446806101705,60,-0.15079098333333332,0.008070788736944418,60,peaceful_calm,1,0,happy
246.0,-0.2655816633333333,0.08052858457067687,60,-0.15752871733333335,0.02151933470105259,60,sad_calm,0,0,neutral
247.0,-0.030782854000000002,0.02297952024937772,60,-0.05331878811666666,0.018343167756891845,60,sad_calm,0,0,neutral
248.0,-0.3161672864999999,0.08904908736920736,60,-0.3704810494999999,0.027855064185417788,60,sad_calm,0,0,sad
250.0,-0.19875376149999996,0.06230022952203033,60,-0.23594563350000003,0.10651120399556223,60,sad_calm,0,0,neutral
253.0,-0.4621970143333333,0.044158145466891625,60,0.3699935616666667,0.020495213104951216,60,angry_energetic,0,1,sad
254.0,0.5451466166666668,0.06306994558057259,60,0.3127702466666667,0.058493278132341744,60,happy_energetic,1,1,happy
257.0,0.29314230166666666,0.04112863981926095,60,0.6687576833333334,0.015332185088338042,60,happy_energetic,1,1,neutral
258.0,-0.15064068816666668,0.01866734037942091,60,-0.07999483500000001,0.01361992622230171,60,sad_calm,0,0,neutral
260.0,-0.21264060333333334,0.018580161907430254,60,0.08580438466666666,0.08280797686215158,60,angry_energetic,0,1,neutral
262.0,0.4162512451666666,0.026485844203716854,60,0.26578574183333337,0.07104716745060485,60,happy_energetic,1,1,happy
264.0,0.145406661,0.019636349239452303,60,0.11024689999999998,0.02864505119400691,60,happy_energetic,1,1,neutral
265.0,0.21900787283333337,0.08110338690450507,60,-0.10441195233333334,0.043915986882643254,60,peaceful_calm,1,0,neutral
266.0,0.0604206505,0.03505339155036116,60,-0.17320334286666664,0.012536039057921744,60,peaceful_calm,1,0,neutral
269.0,0.060601858166666654,0.032823861664865873,60,-0.004156295166666667,0.020448887351100915,60,peaceful_calm,1,0,neutral
270.0,0.36511583,0.015312875398688737,60,0.2436414071666667,0.016957321438070057,60,happy_energetic,1,1,happy
272.0,0.30569060333333326,0.005782216027757488,60,0.18699269799999996,0.03255550762480857,60,happy_energetic,1,1,happy
273.0,0.4723384833333334,0.021440487994673123,60,0.153155745,0.007925048988606211,60,happy_energetic,1,1,happy
274.0,0.12541015566666666,0.0625956939721977,60,0.5748645688333334,0.04453041097137585,60,happy_energetic,1,1,neutral
275.0,0.16915433718333334,0.011910978958684851,60,0.22187447833333335,0.012194431818062044,60,happy_energetic,1,1,neutral
276.0,0.07721525333333333,0.052464469481144714,60,0.3163842499999999,0.06563158579793853,60,happy_energetic,1,1,neutral
278.0,-0.004153793033333334,0.01798353305484999,60,0.013298445,0.021727523449459406,60,angry_energetic,0,1,neutral
279.0,-0.023978012166666667,0.02592578433171226,60,-0.34308380666666666,0.029042525573561188,60,sad_calm,0,0,neutral
280.0,-0.3271456583333333,0.010564732656063626,60,-0.11578038333333333,0.010304899703687347,60,sad_calm,0,0,sad
